JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459065.8431,6.7,,,Vis.,AAX,BK,65,69,ATLAS,MOON TYC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459066.90421,1.460,0.008,,I,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459066.90841,3.903,0.016,,R,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459067.4417,6.4,,,Vis.,AAX,BKZ,59,69,ATLAS,MOON TYC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459067.66949,5.808,0.050,,TR,BJAK,,ENSEMBLE,93,X25577MU,SLOOH CANARY 2 WIDE-FIELD,0,1.44,Z,,8.502,,MIRA,AAVSO,STD,,,,
2459067.67021,6.974,0.031,,TG,BJAK,,ENSEMBLE,93,X25577MU,SLOOH CANARY 2 WIDE-FIELD,0,1.44,Z,,9.481,,MIRA,AAVSO,STD,,,,
2459067.67067,8.099,0.045,,TB,BJAK,,ENSEMBLE,93,X25577MU,SLOOH CANARY 2 WIDE-FIELD,0,1.44,Z,,10.711,,MIRA,AAVSO,STD,,,,
2459067.8,6.6,,,Vis.,MOW,,65,69,10423RO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459067.8542,6.1,,,Vis.,AAX,BK,59,69,ATLAS,MOON TYC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459068.249,6.1,,,Vis.,ONOB,,59,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459068.385,6.128,,,V,ZHAB,,Multiple,Multiple,X25434AEB,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459068.8514,5.9,,,Vis.,AAX,BK,55,59,ATLAS,MOON BSC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459068.88321,6.083,0.008,,V,SAH,,ENSEMBLE,,X19907ADX,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459068.89162,7.146,0.017,,B,SAH,,ENSEMBLE,,X19907ADX,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459069.5417,6.3,,,Vis.,WBOA,,6.3,5.9,14410BIU,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459069.8444,5.8,,,Vis.,AAX,BK,55,59,ATLAS,MOON BSC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459070.57,6.3,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459070.8736,5.8,,,Vis.,AAX,BK,55,59,ATLAS,MOON BSC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459072.8444,5.7,,,Vis.,AAX,BK,55,59,ATLAS,MOON BSC,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459073.630,5.7,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459073.87367,3.554,0.009,,R,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459073.87724,1.192,0.013,,I,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459073.88095,5.674,0.026,,V,SAH,,ENSEMBLE,,X19907ADX,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459073.88474,6.682,0.011,,B,SAH,,ENSEMBLE,,X19907ADX,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459074.219,6.0,,,Vis.,ONOB,,59,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459074.52,5.8,,,Vis.,KAF,,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459074.56681,5.1,,,Vis.,MISB,B,54,41,X24412CRA,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459074.8,5.6,,,Vis.,MOW,,55,59,10423RO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459074.8194,5.7,,,Vis.,KSP,,NA,,NA,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459075.51042,5.6,,,Vis.,AJV,,"""41,54""",63,aavso standard,,,,Z,,,,omi Cet,AASABADELL,STD,,,,
2459076.604,5.2,,,Vis.,TOO,,,,39.03,Penrith; B12X50,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459076.6042,4.5,,,Vis.,WBOA,,5.3,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459076.630,5.1,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459077.6042,4.3,,,Vis.,WBOA,,5.0,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459077.61458,5.4,,,Vis.,PJJ,,41,59,080114,,,,Z,,,,OMI CET,,STD,,,,
2459078.59375,5.25,,,Vis.,SROI,,53,,X25619SS,Comp star: 69 Ceti,,,Z,,,,omi Cet,,STD,,,,
2459078.6,5.0,,,Vis.,GZN,,48,53,12103HL,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459078.75000,4.1,,,Vis.,ACEA,,5.2,,X25611BFW,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459078.8,5.2,,,Vis.,MOW,,52,53,10423RO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459078.88542,5.1,,,Vis.,TSAA,,41,52,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459080.83260,5.876,0.010,,B,SAH,,ENSEMBLE,,X19907ADX,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459080.85603,3.020,0.011,,R,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459080.85969,1.022,0.011,,I,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459080.86457,4.810,0.023,,V,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459081.185,4.8,,,Vis.,ONOB,,53,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459081.52431,5.1,,,Vis.,AJV,,41,54,aavso standard,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459081.53,5.0,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459081.84375,5.0,,,Vis.,TSAA,,41,52,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459082.193,4.624,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459082.57,4.8,,,Vis.,KAF,,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459082.6424,4.5,,,Vis.,LCR,,"""38,41""","""49,50""",AAVSO STANDARD,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459083.427,4.419,,,V,ZHAB,,Multiple,Multiple,X25439CFQ,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459083.600,4.3,,,Vis.,VOL,,41,54,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459083.6042,3.8,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459083.61806,4.3,,,Vis.,MZS,,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459083.8438,4.3,,,Vis.,AAX,,43,46,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459084.326,3.465,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459084.46,4.8,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459084.5633,4.7,,,Vis.,CSM,,35,41,14710DTS,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459084.6042,4.1,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459084.82847,4.9,,,Vis.,HUZ,,41,52,3210CNN,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459084.8431,4.2,,,Vis.,AAX,,39,43,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459085.160,4.4,,,Vis.,ONOB,,41,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459085.37,4.46,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459085.89097,4.7,,,Vis.,TSAA,,41,52,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459086.28194,4.0,,,Vis.,KSH,,3.8,4.1,080407,,,,Z,,,,OMI CET,VSS,STD,,,,
2459086.51,4.0,,,Vis.,SJEA,,NA,,NA,,,,Z,,,,OMI CET,AFOEV,STD,,,,
2459086.583,4.3,,,Vis.,VOL,,41,54,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459086.5928,4.317,0.014,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.56,Z,4.07,3.425,,OMI CET,AAVSO,STD,,,,
2459086.5944,4.317,0.009,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.56,Z,4.07,3.427,,OMI CET,AAVSO,STD,,,,
2459086.6,4.3,,,Vis.,GZN,,41,48,12103HL,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459086.6042,4.1,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459086.630,4.5,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459086.79375,4.5,,,Vis.,ACEA,,4.1,,X2561BFN,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459086.8576,4.2,,,Vis.,AAX,,40,43,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459086.89931,4.3,,,Vis.,TSAA,,41,52,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459087.142,4.0,,,Vis.,ONOB,,41,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459087.55,4.2,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459087.58,4.5,,,Vis.,KSZ,K,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459087.8,4.6,,,Vis.,MOW,,41,52,10423RO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459087.8403,4.1,,,Vis.,AAX,,40,43,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459087.84306,4.2,,,Vis.,TSAA,,41,52,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459087.87847,4.4,,,Vis.,PJI,,41,46,A,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459088.423,4.16,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459088.6008,4.147,0.006,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.54,Z,4.07,3.388,,OMI CET,AAVSO,STD,,,,
2459088.6023,4.140,0.007,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.54,Z,4.07,3.396,,OMI CET,AAVSO,STD,,,,
2459088.604,4.2,,,Vis.,VOL,,41,54,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459088.630,4.5,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459088.66,4.5,,,Vis.,PUJ,,41,53,AAVSO ATLAS,,,,Z,,,,OMI CET,AAM,STD,,,,
2459088.8528,4.0,,,Vis.,AAX,,40,43,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459089.27,4.131,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459089.44792,4.2,,,Vis.,NAO,,41,43,Yale bright star cat,"""Naked eye, Fedotovo""",,,Z,,,,OMI CET,AAVSO,STD,,,,
2459089.50,4.5,,,Vis.,KAF,,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459089.7,4.4,,,Vis.,SHS,,41,49,X24246AUB,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459089.7555,4.318,0.130,,V,SHS,,ensemble,000-BBD-551,X24246AUB,,1,1.732,Z,,5.800,,omi Cet,AAVSO,STD,,,,
2459090.279,4.08,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459090.55,3.7,,,Vis.,JLZ,,41,35,10255BUC,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459090.6042,4.0,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459090.8382,4.0,,,Vis.,AAX,UZ,40,43,ATLAS,NEBULOSITY,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459091.437,3.954,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459091.50347,4.3,,,Vis.,AJV,,"""36,41""",54,aavso standard,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459091.56,3.9,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.6042,4.0,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.631,4.2,,,Vis.,TOO,,,,39.03,Naked Eye,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459091.649,4.0,,,Vis.,HXT,,,,039.02,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459091.6674,4.0,,,Vis.,LCR,,"""36,38""",41,AAVSO STANDARD,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459091.81926,3.799,0.012,,V,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.82295,2.471,0.011,,R,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.83361,5.438,0.023,,B,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.83739,0.624,0.007,,I,SAH,,ENSEMBLE,,3279CKC,,0,,Z,,,,OMI CET,AAVSO,STD,,,,
2459091.8410,4.0,,,Vis.,AAX,,40,43,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459091.86806,4.05,,,Vis.,TSAA,,35,41,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459092.27431,3.8,,,Vis.,KSH,,3.8,4.1,080407,,,,Z,,,,OMI CET,VSS,STD,,,,
2459092.374,4.05,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459092.5964,3.942,0.016,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.53,Z,4.07,3.406,,OMI CET,AAVSO,STD,,,,
2459092.597,4.3,,,Vis.,VOL,,41,54,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459092.5979,3.970,0.013,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.53,Z,4.07,3.430,,OMI CET,AAVSO,STD,,,,
2459092.6,4.0,,,Vis.,GZN,,35,41,12103HL,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459092.85069,4.1,,,Vis.,BFX,,41,54,X25628DUQ,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459092.85625,4.0,,,Vis.,ONJ,,35,41,X24808GBU,,,,Z,,,,OMI CET,,STD,,,,
2459093.411,3.99,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459093.6042,4.0,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459093.62847,4.1,,,Vis.,MED,,3.7,,B,,,,Z,,,,MIRA,AAVSO,STD,,,,
2459094.423,3.90,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459094.601,4.2,,,Vis.,VOL,,41,54,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459094.6036,3.804,0.009,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.53,Z,4.07,3.418,,OMI CET,AAVSO,STD,,,,
2459095.6042,4.0,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459095.82986,3.85,,,Vis.,TSAA,,35,41,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459096.372,3.75,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459096.6042,4.0,,,Vis.,WBOA,,4.1,3.5,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459097.5306,3.9,,,Vis.,LCR,,"""36,38""",41,AAVSO STANDARD,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459097.53125,3.50,,,Vis.,AJAC,,3.5 (Gamma Ceti),4.1 (Delta Ceti),omi Cet AAVSO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459097.6309,3.657,0.012,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.57,Z,4.07,3.394,,OMI CET,AAVSO,STD,,,,
2459097.632,4.3,,,Vis.,TOO,,,,39.03,B7X50,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459098.153,3.4,,,Vis.,ONOB,,35,,X23416EFN,,,,Z,,,,OMI CET,VSOLJ,STD,,,,
2459098.46181,3.9,,,Vis.,AJV,,36,41,aavso standard,,,,Z,,,,omi Cet,AASABADELL,STD,,,,
2459100.5999,3.532,0.015,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.53,Z,4.07,3.420,,OMI CET,AAVSO,STD,,,,
2459100.618,3.9,,,Vis.,VOL,,35,41,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459101.198,3.50,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459101.28681,3.3,,,Vis.,KSH,,3.5,3.8,080407,,,,Z,,,,OMI CET,VSS,STD,,,,
2459101.441,3.3,,,Vis.,ASW,,,,039.03,0; NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459101.51,3.9,,,Vis.,KSZ,K,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459102.4123,3.4,,,Vis.,CSM,,35,41,14710DTS,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459102.59,3.4,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459102.61806,3.6,,,Vis.,MZS,,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459102.64167,4.0,,,Vis.,KHL,,35,41,12652BBH,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459103.630,3.2,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459103.6632,3.4,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459103.85972,3.7,,,Vis.,TSAA,,35,41,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459104.49306,3.07,,,Vis.,AJAC,,2.5 (Alpha Ceti),3.5 (Gamma Ceti),omi Cet AAVSO,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459104.6042,3.5,,,Vis.,WBOA,,3.5,4.1,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459104.8,3.4,,,Vis.,MOW,,25,35,10423RO,ALSO X24816BVJ FOR STAR 25,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459104.8472,3.6,,,Vis.,KSP,,NA,,NA,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459105.40,3.3,,,Vis.,JLZ,,35,25,5296LHU,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459105.4500,3.6,,,Vis.,SRAB,,29,35,X15353AKV,,,,Z,,,,OMI CET,BAV,STD,,,,
2459105.51,3.9,,,Vis.,KSZ,K,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459105.6,3.7,,,Vis.,SHS,U,41,36,X24246AUB,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459105.6458,3.3,,,Vis.,WBOA,,3.5,2.5,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459105.68194,3.5,,,Vis.,ONJ,,35,41,10406JQA,,,,Z,,,,OMI CET,,STD,,,,
2459105.84722,3.5,,,Vis.,TSAA,,35,41,13029DGC,,,,Z,,,,Mira,,STD,,,,
2459106.27778,2.8,,,Vis.,KSH,,3.5,3.8,080407,,,,Z,,,,OMI CET,VSS,STD,,,,
2459106.4000,3.7,,,Vis.,SRAB,,29,35,X15353AKV,,,,Z,,,,OMI CET,BAV,STD,,,,
2459106.41,3.0,,,Vis.,SJEA,,NA,,NA,,,,Z,,,,OMI CET,AFOEV,STD,,,,
2459106.472,3.3,,,Vis.,TOO,,,,39.03,B7X50,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459106.5583,3.9,,,Vis.,VFK,,35,41,X21103FD,LEIPZIG 10X50,,,Z,,,,OMI CET,BAV,STD,,,,
2459106.6042,3.2,,,Vis.,WBOA,,3.5,2.5,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459106.625,3.7,,,Vis.,HXT,,,,039.02,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459106.630,3.2,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459106.6448,3.343,0.006,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.72,Z,4.07,3.398,,OMI CET,AAVSO,STD,,,,
2459106.646,3.4,,,Vis.,VOL,,35,,13611WC,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459106.6489,3.381,0.007,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.74,Z,4.07,3.430,,OMI CET,AAVSO,STD,,,,
2459106.68333,3.5,,,Vis.,ACEA,,3.5,,X25611BFN,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459107.50347,3.8,,,Vis.,MED,,3.5,,A,,,,Z,,,,MIRA,AAVSO,STD,,,,
2459107.589,3.7,,,Vis.,DRCA,,,,039.03,B50x10,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459107.6,3.1,,,Vis.,REP,,25,41,1990,,,,Z,,,,OMI CET,AJC,STD,,,,
2459107.6042,3.2,,,Vis.,WBOA,,3.5,2.5,14410BIU,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459107.6135,3.279,0.017,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.60,Z,4.07,3.387,,OMI CET,AAVSO,STD,,,,
2459107.6154,3.313,0.010,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,1.60,Z,4.07,3.390,,OMI CET,AAVSO,STD,,,,
2459107.65,3.7,,,Vis.,KSZ,K,000,,999999,,,,Z,,,,OMI CET,MCSE,STD,,,,
2459107.92014,3.4,,,Vis.,KRAE,,3.5,4.1,X24627AGX,Also used a non-AAVSO chart. yellow,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459108.41,3.6,,,Vis.,KTZ,,35,,HIP,,,,Z,,,,OMI CET,,STD,,,,
2459108.4125,3.7,,,Vis.,SRAB,,29,35,X15353AKV,,,,Z,,,,OMI CET,BAV,STD,,,,
2459108.4451,3.3,,,Vis.,VFK,,NA,35,X21103FD,LEIPZIG BL. AUGE,,,Z,,,,OMI CET,BAV,STD,,,,
2459108.4910,3.4,,,Vis.,LCR,,25,"""36,38""",AAVSO STANDARD,,,,Z,,,,OMI CET,AASABADELL,STD,,,,
2459108.500,3.6,,,Vis.,SUS,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459108.55,3.1,,,Vis.,BFO,,000,,999999,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459108.6,3.3,,,Vis.,GZN,,35,,12103HL,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459108.6042,3.0,,,Vis.,WBOA,,3.5,2.5,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459109.28472,2.9,,,Vis.,KSH,,3.5,3.8,080407,,,,Z,,,,OMI CET,VSS,STD,,,,
2459109.333,3.286,,,V,ZHAB,,Multiple,Multiple,X25588RH,,0,,Z,NA,NA,,OMI CET,,STD,,,,
2459109.5000,3.6,,,Vis.,SRAB,,29,35,X15353AKV,,,,Z,,,,OMI CET,BAV,STD,,,,
2459109.540,3.3,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459109.625,2.9,,,Vis.,WBOA,,2.5,3.5,14410BIU,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459110.3090,3.8,,,Vis.,PEX,,35,41,13696TI,,,,Z,,,,OMI CET,AAVSO,STD,,,,
2459110.41319,3.6,,,Vis.,MPIB,BL,2.5,3.5,Stellarium 0.18.2,"""The star was 20 degrees high above the horizon, observed from light polluted city.""",,,Z,,,,MIRA,AAVSO,STD,,,,
2459110.441,3.2,,,Vis.,ASW,U,,,039.03,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459110.4458,3.2,,,Vis.,VFK,,25,35,X21103FD,LEIPZIG BL. AUGE,,,Z,,,,OMI CET,BAV,STD,,,,
2459110.46528,3.3,,,Vis.,AJV,,25,36,aavso standard,,,,Z,,,,omi Cet,AASABADELL,STD,,,,
2459110.500,3.2,,,Vis.,SAC,,NA,,S/B/1965,,,,Z,,,,OMI CET,BAV,STD,,,,
2459110.6167,3.5,,,Vis.,SRAB,,29,35,X15353AKV,,,,Z,,,,OMI CET,BAV,STD,,,,
2459110.63194,3.8,,,Vis.,MED,,4.1,,B,,,,Z,,,,MIRA,AAVSO,STD,,,,
2459110.656,3.8,,,Vis.,HXT,,,,039.02,NE,,,Z,,,,OMICRON CET,BAA-VSS,STD,,,,BAAVSS
2459110.8000,3.2,,,Vis.,AAX,,29,37,ATLAS,,,,Z,,,,OMI CET,NEOA-JBS,STD,,,,
2459111.0451,3.1,,,Vis.,SSU,,NA,,NA,,,,Z,,,,OMI CET,,STD,,,,
2459111.4167,2.7,,,Vis.,WBOA,,2.5,3.5,14410BIU,,,,Z,,,,omi Cet,AAVSO,STD,,,,
2459111.42,3.5,,,Vis.,KTZ,,35,,HIP,,,,Z,,,,OMI CET,,STD,,,,
2459111.42014,3.5,,,Vis.,MPIB,U,2.5,3.5,Stellarium 0.18.2,There were some Cirrus clouds on the sky. ,,,Z,,,,MIRA,AAVSO,STD,,,,
2459111.4328,3.197,0.011,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,2.16,Z,4.07,3.413,,OMI CET,AAVSO,STD,,,,
2459111.4344,3.206,0.013,,V,VOL,,DEL CET = HD16582,GAM CET = HD16970,X22308RG,,1,2.14,Z,4.07,3.435,,OMI CET,AAVSO,STD,,,,
